session_id,user_type,entry_page,pages_viewed,time_on_site_sec,device_type,geo_region,referral_source,used_calculator,started_application,completed_application,bounced,dropoff_stage,loan_purpose,propensity_score,zip_code,credit_score,debt,income
session_1291,Returning,Rates,6,465,Desktop,Midwest,Other,False,False,False,True,submit,Refinance,0.74,75201,703,1867.0,89206.0
session_1292,Returning,Rates,5,425,Desktop,Midwest,Email,False,True,True,True,calculator,Home Equity,0.83,33601,670,461.0,30967.0
session_1293,New,Learn,7,195,Mobile,West,Email,True,True,True,True,calculator,Home Equity,0.84,29401,691,1382.0,97063.0
session_1294,Returning,Calculator,4,481,Tablet,Midwest,Other,False,False,True,True,calculator,Home Equity,0.41,73301,703,2573.0,101509.0
session_1295,New,Home,9,813,Desktop,Midwest,Other,True,True,True,False,start_app,Home Equity,0.63,75201,593,728.0,103689.0
session_1296,Returning,Rates,4,565,Mobile,South,Google,False,True,False,False,none,Purchase,0.55,29401,722,509.0,75124.0
session_1297,New,Home,7,430,Desktop,West,Email,True,False,True,True,calculator,Home Equity,0.6,29401,651,750.0,92726.0
session_1298,New,Learn,3,144,Desktop,West,Direct,True,True,True,True,review,Home Equity,0.28,30301,642,1949.0,120599.0
session_1299,New,Calculator,4,380,Tablet,West,Direct,False,False,True,True,calculator,Home Equity,0.68,73301,615,2062.0,120344.0
session_1300,New,Rates,0,289,Desktop,Midwest,Google,True,False,True,False,submit,Purchase,0.71,33601,610,1244.0,84271.0
session_1301,New,Rates,7,847,Desktop,Northeast,Direct,False,True,False,True,submit,Other,0.2,70112,632,1842.0,88483.0
session_1302,New,Rates,2,255,Tablet,South,Direct,True,True,True,True,review,Home Equity,0.44,70112,664,2195.0,112773.0
session_1303,Returning,Home,7,643,Desktop,Northeast,Email,True,False,True,True,start_app,Purchase,0.42,33601,797,2394.0,47480.0
session_1304,New,Learn,9,515,Desktop,West,Email,False,False,False,True,submit,Refinance,0.75,33601,673,1377.0,76923.0
session_1305,Returning,Calculator,6,160,Tablet,West,Facebook,True,True,True,True,start_app,Other,0.67,73301,708,349.0,118389.0
session_1306,New,Learn,6,293,Desktop,Midwest,Email,True,False,False,True,start_app,Purchase,0.48,33601,720,1090.0,109380.0
session_1307,Returning,Rates,5,553,Desktop,South,Facebook,True,False,True,False,review,Home Equity,0.65,30301,706,1287.0,94232.0
session_1308,New,Learn,3,863,Mobile,South,Email,False,True,True,False,submit,Other,0.26,75201,696,1371.0,47354.0
session_1309,New,Home,7,210,Tablet,South,Other,True,True,False,False,calculator,Purchase,0.23,33601,640,1406.0,83752.0
session_1310,Returning,Contact,5,378,Mobile,Midwest,Email,True,False,True,False,start_app,Purchase,0.24,70112,772,2059.0,70252.0
session_1311,New,Contact,4,500,Tablet,Northeast,Facebook,False,False,False,False,start_app,Purchase,0.03,33601,790,2137.0,93276.0
session_1312,New,Calculator,6,190,Desktop,South,Direct,True,False,True,False,submit,Purchase,0.69,30301,615,1414.0,64766.0
session_1313,New,Calculator,2,143,Mobile,Northeast,Email,True,False,False,True,submit,Purchase,0.99,32202,648,2049.0,59357.0
session_1314,New,Learn,6,47,Mobile,Midwest,Direct,False,False,False,False,review,Purchase,0.31,32202,686,1679.0,33378.0
session_1315,Returning,Calculator,4,133,Mobile,Midwest,Direct,True,True,False,True,none,Purchase,0.93,29401,651,1532.0,115545.0
session_1316,New,Home,3,215,Mobile,Northeast,Email,True,False,False,False,none,Purchase,0.61,37201,725,1953.0,75006.0
session_1317,Returning,Rates,4,371,Tablet,South,Email,False,False,True,True,none,Refinance,0.22,75201,663,1536.0,88929.0
session_1318,New,Rates,5,491,Desktop,Northeast,Other,False,False,False,False,start_app,Refinance,0.01,38103,808,2529.0,84944.0
session_1319,New,Learn,4,634,Desktop,South,Facebook,False,False,True,True,review,Home Equity,0.72,29401,759,781.0,58314.0
session_1320,New,Rates,8,842,Mobile,West,Email,True,True,True,False,none,Home Equity,0.7,32202,710,1242.0,53523.0
session_1321,New,Learn,6,172,Desktop,West,Direct,True,False,True,False,submit,Home Equity,0.23,70112,751,1437.0,59867.0
session_1322,Returning,Calculator,6,684,Desktop,South,Direct,True,False,True,True,start_app,Home Equity,0.33,38103,755,1720.0,66921.0
session_1323,New,Calculator,4,842,Tablet,Northeast,Email,True,False,False,False,start_app,Home Equity,0.9,29401,671,2134.0,94165.0
session_1324,New,Home,2,641,Desktop,South,Facebook,True,False,False,False,submit,Home Equity,0.16,38103,659,1488.0,65107.0
session_1325,New,Rates,6,482,Desktop,South,Direct,True,True,True,False,review,Refinance,0.84,73301,703,789.0,128662.0
session_1326,Returning,Home,3,480,Desktop,South,Other,True,True,False,True,review,Refinance,0.17,37201,743,1921.0,110679.0
session_1327,Returning,Contact,2,91,Desktop,West,Direct,True,False,False,True,none,Refinance,0.48,73301,706,1877.0,105209.0
session_1328,Returning,Home,7,625,Mobile,Midwest,Facebook,True,True,True,True,submit,Purchase,0.5,38103,621,529.0,82009.0
session_1329,Returning,Learn,6,305,Tablet,West,Google,True,False,True,True,calculator,Purchase,0.47,73301,659,1498.0,122857.0
session_1330,New,Learn,5,708,Tablet,South,Other,False,True,True,False,review,Home Equity,0.29,30301,696,705.0,79550.0
session_1331,New,Home,5,324,Tablet,Northeast,Other,True,True,False,True,none,Other,0.25,32202,696,1168.0,84218.0
session_1332,Returning,Calculator,3,158,Desktop,Midwest,Google,False,True,True,False,start_app,Refinance,0.73,30301,798,1049.0,89249.0
session_1333,New,Contact,10,393,Mobile,South,Other,True,True,False,False,review,Other,0.28,33601,630,1905.0,102546.0
session_1334,New,Home,6,96,Tablet,Midwest,Other,False,False,True,False,calculator,Home Equity,0.61,73301,725,1558.0,100923.0
session_1335,Returning,Calculator,5,76,Mobile,Northeast,Other,False,True,False,False,start_app,Refinance,0.85,33601,774,857.0,73122.0
session_1336,New,Home,2,403,Tablet,Midwest,Direct,False,True,False,True,start_app,Other,0.84,70112,813,1940.0,71675.0
session_1337,Returning,Rates,3,851,Mobile,Midwest,Direct,True,True,False,False,submit,Refinance,0.17,75201,679,783.0,100998.0
session_1338,Returning,Learn,7,689,Desktop,South,Email,True,True,True,False,submit,Other,0.65,70112,724,1665.0,102881.0
session_1339,Returning,Rates,7,791,Desktop,Northeast,Email,False,False,True,False,review,Home Equity,0.6,38103,728,1093.0,75166.0
session_1340,Returning,Rates,1,166,Tablet,Northeast,Direct,True,False,False,True,calculator,Home Equity,0.28,32202,709,1317.0,45320.0
session_1341,Returning,Contact,4,124,Tablet,West,Other,False,False,True,False,submit,Purchase,0.39,73301,695,1752.0,79817.0
session_1342,Returning,Calculator,4,267,Tablet,Midwest,Facebook,True,False,False,False,none,Other,0.29,29401,721,1761.0,100588.0
session_1343,New,Learn,7,825,Desktop,South,Google,False,False,False,False,start_app,Refinance,0.54,75201,573,2168.0,130135.0
session_1344,New,Rates,4,861,Desktop,Midwest,Email,False,True,False,False,none,Other,0.8,37201,734,1459.0,55051.0
session_1345,New,Learn,4,64,Tablet,Midwest,Other,False,False,False,False,start_app,Purchase,0.88,37201,706,1653.0,74336.0
session_1346,Returning,Calculator,5,325,Tablet,Midwest,Email,False,True,False,True,none,Purchase,0.72,37201,688,1281.0,75265.0
session_1347,Returning,Home,3,899,Desktop,South,Facebook,False,True,False,True,start_app,Purchase,0.48,73301,802,1591.0,118895.0
session_1348,Returning,Rates,8,521,Tablet,Midwest,Other,True,True,False,False,submit,Purchase,0.96,37201,666,1720.0,84126.0
session_1349,New,Calculator,5,287,Tablet,South,Direct,True,False,False,False,none,Refinance,0.56,30301,679,1451.0,62317.0
session_1350,New,Learn,7,416,Tablet,Northeast,Facebook,False,True,True,False,review,Refinance,0.48,75201,799,598.0,98967.0
session_1351,Returning,Calculator,7,299,Desktop,Midwest,Email,True,True,True,True,review,Purchase,0.86,30301,658,1666.0,74884.0
session_1352,Returning,Home,2,896,Desktop,West,Other,True,True,True,False,calculator,Refinance,0.18,75201,672,1682.0,54390.0
session_1353,Returning,Calculator,2,353,Mobile,Northeast,Other,False,True,False,False,calculator,Purchase,0.16,30301,692,1160.0,62681.0
session_1354,Returning,Learn,8,76,Mobile,West,Google,True,False,True,False,calculator,Home Equity,0.78,75201,742,858.0,128351.0
session_1355,Returning,Rates,3,635,Mobile,Midwest,Google,True,True,False,False,none,Purchase,0.87,33601,710,2238.0,94605.0
session_1356,New,Rates,5,723,Mobile,Northeast,Google,False,True,False,False,start_app,Home Equity,0.07,73301,635,1746.0,87694.0
session_1357,Returning,Contact,5,731,Tablet,South,Direct,True,False,True,False,calculator,Purchase,0.76,73301,673,1385.0,78753.0
session_1358,Returning,Learn,2,516,Desktop,Midwest,Other,False,False,False,True,submit,Purchase,0.42,37201,669,931.0,92304.0
session_1359,Returning,Contact,4,592,Desktop,Midwest,Other,False,False,True,False,review,Refinance,0.7,70112,696,1089.0,92006.0
session_1360,Returning,Contact,8,747,Mobile,South,Email,True,True,True,False,review,Home Equity,0.13,37201,721,2151.0,92304.0
session_1361,New,Home,14,845,Tablet,West,Direct,False,True,True,False,submit,Refinance,0.97,38103,720,1569.0,87871.0
session_1362,Returning,Learn,5,440,Desktop,Northeast,Google,True,True,False,True,review,Purchase,0.88,30301,611,1225.0,106720.0
session_1363,Returning,Rates,7,874,Desktop,Northeast,Other,False,False,True,False,none,Home Equity,0.41,75201,753,1755.0,85578.0
session_1364,Returning,Learn,4,154,Tablet,South,Google,False,False,False,True,submit,Purchase,0.89,70112,712,1093.0,60552.0
session_1365,New,Home,3,241,Tablet,Northeast,Facebook,False,True,False,True,none,Home Equity,0.89,38103,769,2250.0,69689.0
session_1366,Returning,Learn,8,398,Mobile,South,Direct,False,False,False,True,review,Other,0.46,73301,722,2176.0,35525.0
session_1367,New,Learn,6,295,Mobile,West,Google,True,False,False,False,submit,Home Equity,0.95,73301,755,1267.0,135670.0
session_1368,Returning,Contact,4,164,Tablet,West,Direct,True,False,False,False,submit,Other,0.98,37201,723,1186.0,106569.0
session_1369,Returning,Learn,5,814,Desktop,Northeast,Other,True,False,False,True,submit,Purchase,0.22,30301,767,300.0,64248.0
session_1370,Returning,Contact,4,819,Tablet,South,Facebook,True,True,True,False,review,Purchase,0.07,70112,726,759.0,77954.0
session_1371,Returning,Contact,2,344,Tablet,South,Email,True,True,True,False,review,Refinance,0.33,32202,695,830.0,69078.0
session_1372,Returning,Calculator,7,329,Desktop,South,Facebook,True,True,False,False,review,Other,0.49,38103,813,1568.0,123564.0
session_1373,Returning,Home,9,808,Desktop,South,Direct,False,True,True,True,calculator,Refinance,0.09,38103,744,1337.0,49503.0
session_1374,Returning,Contact,7,327,Mobile,Northeast,Facebook,True,True,False,True,calculator,Other,0.14,37201,728,827.0,87862.0
session_1375,Returning,Learn,6,308,Tablet,Midwest,Other,True,False,True,False,start_app,Purchase,0.97,73301,636,1359.0,82287.0
session_1376,Returning,Contact,5,403,Mobile,Northeast,Direct,True,True,True,False,submit,Refinance,0.74,37201,635,1753.0,105671.0
session_1377,New,Contact,0,755,Tablet,South,Direct,True,True,True,False,review,Other,0.87,75201,714,1764.0,82400.0
session_1378,New,Contact,3,517,Tablet,Midwest,Other,True,False,True,True,submit,Refinance,0.97,70112,707,550.0,41045.0
session_1379,New,Rates,4,91,Desktop,Midwest,Google,True,False,False,False,none,Purchase,0.38,30301,669,1436.0,78722.0
session_1380,New,Rates,6,83,Tablet,Northeast,Email,True,False,True,True,none,Other,0.69,33601,707,808.0,60696.0
session_1381,Returning,Rates,5,367,Tablet,South,Facebook,True,False,True,True,review,Home Equity,0.18,29401,779,1951.0,86989.0
session_1382,Returning,Rates,6,404,Desktop,South,Email,False,False,False,True,calculator,Other,0.55,29401,734,1892.0,120854.0
session_1383,New,Calculator,9,503,Desktop,South,Email,True,False,False,False,start_app,Purchase,0.21,37201,642,1051.0,41514.0
session_1384,New,Contact,4,141,Desktop,South,Other,False,False,True,False,calculator,Other,0.16,75201,694,1117.0,64994.0
session_1385,New,Calculator,2,298,Tablet,South,Google,True,False,True,True,submit,Refinance,0.1,70112,659,1269.0,71183.0
session_1386,New,Learn,7,353,Desktop,Midwest,Email,True,True,False,False,calculator,Purchase,0.58,32202,680,374.0,75459.0
session_1387,Returning,Home,8,648,Tablet,Northeast,Direct,True,False,True,False,review,Purchase,0.95,29401,679,1668.0,103503.0
session_1388,New,Calculator,7,824,Mobile,Northeast,Google,True,False,True,False,calculator,Home Equity,0.12,70112,676,1364.0,80661.0
session_1389,Returning,Rates,5,709,Desktop,West,Other,True,True,False,True,none,Home Equity,0.5,30301,637,1985.0,95395.0
session_1390,Returning,Rates,4,615,Mobile,Northeast,Email,True,True,True,False,review,Refinance,0.69,75201,693,951.0,69356.0
session_1391,Returning,Learn,4,777,Mobile,Midwest,Other,True,True,False,False,review,Refinance,0.5,73301,671,1190.0,90748.0
session_1392,New,Contact,4,633,Desktop,West,Facebook,True,False,False,True,review,Other,0.91,70112,553,747.0,104445.0
session_1393,New,Home,3,114,Desktop,Midwest,Other,False,True,True,True,calculator,Refinance,0.17,30301,802,998.0,66693.0
session_1394,Returning,Calculator,2,401,Tablet,Northeast,Direct,False,True,False,True,none,Refinance,0.02,32202,754,909.0,104534.0
session_1395,New,Contact,8,104,Desktop,Midwest,Other,False,False,True,False,calculator,Refinance,0.38,33601,681,1998.0,86309.0
session_1396,New,Contact,2,625,Mobile,Midwest,Google,True,True,True,False,submit,Other,0.56,73301,700,1151.0,111137.0
session_1397,Returning,Calculator,3,786,Mobile,Northeast,Facebook,True,True,True,False,start_app,Purchase,0.25,33601,641,1562.0,79965.0
session_1398,Returning,Calculator,10,537,Mobile,Midwest,Direct,True,False,True,True,start_app,Purchase,0.17,32202,784,1310.0,94531.0
session_1399,New,Calculator,3,257,Tablet,West,Facebook,False,True,True,False,start_app,Other,0.8,30301,794,865.0,83985.0
session_1400,Returning,Calculator,3,624,Tablet,West,Direct,False,False,False,True,submit,Refinance,0.19,29401,707,1416.0,82595.0
session_1401,New,Rates,7,423,Desktop,South,Facebook,True,True,False,False,submit,Home Equity,0.44,33601,751,1800.0,91473.0
session_1402,New,Contact,3,44,Desktop,West,Email,False,True,False,False,submit,Other,0.95,73301,708,896.0,98420.0
session_1403,Returning,Contact,7,842,Desktop,West,Other,False,True,True,False,none,Home Equity,0.61,37201,633,1905.0,53761.0
session_1404,Returning,Rates,6,210,Mobile,Northeast,Google,True,False,False,False,review,Refinance,0.5,38103,679,1075.0,120841.0
session_1405,New,Contact,4,537,Mobile,West,Google,False,True,True,False,submit,Purchase,0.36,70112,706,1259.0,38508.0
session_1406,Returning,Calculator,5,367,Mobile,Northeast,Email,False,True,True,True,start_app,Home Equity,0.52,29401,677,1765.0,67880.0
session_1407,New,Home,4,292,Desktop,West,Facebook,True,True,False,False,start_app,Home Equity,0.73,33601,689,1168.0,82643.0
session_1408,Returning,Contact,4,107,Desktop,Northeast,Other,False,True,False,False,calculator,Home Equity,0.82,70112,695,1519.0,95309.0
session_1409,New,Home,5,258,Mobile,Northeast,Email,True,True,False,True,review,Home Equity,0.65,37201,695,1343.0,124404.0
session_1410,Returning,Home,5,774,Desktop,Midwest,Facebook,True,True,True,False,submit,Purchase,0.79,32202,702,1565.0,38543.0
session_1411,New,Rates,4,59,Tablet,West,Other,False,False,True,True,review,Purchase,0.09,38103,646,310.0,72308.0
session_1412,New,Learn,8,403,Desktop,Northeast,Facebook,True,False,False,False,submit,Home Equity,0.01,30301,664,585.0,31829.0
session_1413,Returning,Contact,5,184,Mobile,West,Google,False,False,False,True,start_app,Other,0.73,37201,635,1808.0,85791.0
session_1414,New,Rates,9,846,Desktop,South,Other,False,False,True,True,review,Purchase,0.26,37201,748,2019.0,91792.0
session_1415,New,Rates,3,214,Tablet,Midwest,Google,True,False,False,True,review,Purchase,0.88,32202,594,1045.0,124770.0
session_1416,New,Home,2,477,Mobile,Midwest,Google,False,True,True,False,submit,Refinance,0.54,75201,757,1378.0,88016.0
session_1417,New,Contact,6,898,Desktop,Northeast,Other,True,False,True,True,submit,Refinance,0.48,32202,769,1647.0,111101.0
session_1418,New,Rates,5,476,Desktop,West,Email,False,True,True,False,review,Other,0.77,75201,684,1847.0,99596.0
session_1419,Returning,Calculator,8,461,Desktop,Midwest,Facebook,True,False,True,False,submit,Other,0.74,75201,569,486.0,74119.0
session_1420,New,Rates,4,796,Desktop,Midwest,Other,True,True,True,True,review,Refinance,0.7,29401,681,1057.0,49776.0
session_1421,New,Calculator,8,198,Tablet,Midwest,Google,True,False,False,True,calculator,Refinance,0.69,29401,696,1334.0,91875.0
session_1422,New,Learn,7,110,Desktop,Northeast,Facebook,True,True,False,False,review,Home Equity,0.52,73301,649,1852.0,47697.0
session_1423,Returning,Calculator,3,827,Desktop,South,Other,True,True,False,True,none,Refinance,0.93,33601,674,2749.0,117380.0
session_1424,Returning,Calculator,6,239,Mobile,Northeast,Email,True,False,True,True,review,Other,0.89,33601,776,1386.0,80948.0
session_1425,New,Home,8,288,Tablet,South,Other,True,False,False,False,calculator,Other,0.33,30301,733,797.0,114879.0
session_1426,New,Rates,7,578,Mobile,Midwest,Other,True,True,False,True,calculator,Refinance,0.8,33601,653,1701.0,72995.0
session_1427,Returning,Learn,1,315,Tablet,South,Direct,False,False,False,True,start_app,Other,0.89,29401,620,2160.0,91721.0
session_1428,Returning,Rates,5,83,Desktop,Northeast,Facebook,False,False,True,True,start_app,Purchase,0.62,73301,683,1554.0,90234.0
session_1429,New,Calculator,5,498,Tablet,Northeast,Other,False,True,False,True,none,Other,0.56,73301,689,1047.0,83874.0
session_1430,Returning,Calculator,2,398,Mobile,West,Google,False,True,False,False,submit,Home Equity,0.67,75201,724,1979.0,74184.0
session_1431,New,Rates,8,753,Desktop,West,Google,False,True,True,True,submit,Purchase,0.16,32202,673,1832.0,94811.0
session_1432,New,Learn,5,883,Mobile,Northeast,Direct,False,False,False,False,calculator,Purchase,0.09,30301,725,987.0,61846.0
session_1433,New,Learn,2,129,Mobile,West,Google,False,True,False,False,calculator,Purchase,0.82,75201,796,1691.0,54764.0
session_1434,Returning,Home,3,626,Tablet,Midwest,Other,False,True,True,False,start_app,Refinance,0.57,32202,740,1999.0,116071.0
session_1435,New,Calculator,6,754,Desktop,South,Facebook,True,False,False,True,calculator,Home Equity,0.12,33601,697,2091.0,103179.0
session_1436,New,Calculator,8,805,Mobile,Northeast,Direct,False,True,True,False,review,Refinance,0.42,75201,690,1467.0,86647.0
session_1437,Returning,Home,5,627,Mobile,Northeast,Direct,False,True,False,False,review,Home Equity,0.3,70112,682,1321.0,126629.0
session_1438,New,Rates,7,604,Tablet,West,Email,False,False,True,True,none,Other,0.88,33601,759,2114.0,78306.0
session_1439,New,Calculator,2,476,Mobile,Northeast,Email,False,True,True,False,review,Other,0.51,32202,668,895.0,118068.0
session_1440,New,Rates,5,221,Desktop,West,Facebook,True,False,True,True,none,Other,0.58,30301,702,1719.0,89389.0
session_1441,Returning,Learn,4,443,Desktop,Midwest,Facebook,True,False,True,True,start_app,Purchase,0.24,32202,702,815.0,59381.0
session_1442,Returning,Contact,5,511,Tablet,Northeast,Direct,False,True,False,False,review,Other,0.8,75201,674,2033.0,131201.0
session_1443,New,Home,5,122,Mobile,Midwest,Other,False,True,True,True,none,Home Equity,0.93,75201,631,1371.0,109768.0
session_1444,Returning,Calculator,3,282,Tablet,Midwest,Other,True,False,True,False,submit,Purchase,0.79,37201,716,2134.0,81974.0
session_1445,New,Home,6,679,Tablet,Northeast,Email,True,False,False,True,none,Refinance,0.49,30301,696,1746.0,103179.0
session_1446,New,Learn,12,590,Mobile,West,Facebook,True,False,False,False,review,Purchase,0.84,33601,725,888.0,74907.0
session_1447,Returning,Learn,6,662,Desktop,West,Facebook,False,False,False,False,none,Refinance,0.19,73301,673,2212.0,105729.0
session_1448,Returning,Learn,4,68,Tablet,Midwest,Other,True,False,True,True,start_app,Refinance,0.11,30301,761,2276.0,30000.0
session_1449,New,Learn,4,575,Desktop,West,Email,True,False,False,False,calculator,Refinance,0.44,73301,656,1941.0,59505.0
session_1450,Returning,Contact,2,387,Desktop,West,Other,True,False,True,False,submit,Purchase,0.18,30301,785,1119.0,109481.0
session_1451,Returning,Rates,3,807,Mobile,Midwest,Other,True,True,False,True,start_app,Other,0.26,30301,612,1347.0,78759.0
session_1452,Returning,Rates,7,38,Mobile,Northeast,Direct,True,False,False,True,submit,Refinance,0.59,32202,721,1573.0,90189.0
session_1453,New,Contact,8,217,Desktop,Northeast,Facebook,True,True,False,True,submit,Home Equity,0.4,30301,723,1148.0,51330.0
session_1454,New,Rates,4,637,Desktop,South,Direct,False,False,True,False,none,Home Equity,0.87,37201,660,2346.0,131197.0
session_1455,Returning,Learn,5,674,Desktop,Northeast,Direct,False,True,True,True,calculator,Home Equity,0.23,75201,721,1572.0,114763.0
session_1456,New,Rates,0,704,Tablet,West,Other,True,True,True,False,none,Home Equity,1.0,38103,763,300.0,79983.0
session_1457,New,Home,4,168,Desktop,South,Email,True,False,True,True,none,Refinance,0.36,73301,589,1670.0,74883.0
session_1458,Returning,Rates,5,327,Tablet,South,Other,True,False,True,False,review,Home Equity,0.52,75201,725,1326.0,110740.0
session_1459,New,Home,6,109,Mobile,South,Email,False,True,True,True,none,Purchase,0.13,38103,575,1463.0,134562.0
session_1460,Returning,Calculator,5,632,Mobile,Northeast,Facebook,False,True,True,False,calculator,Home Equity,0.58,73301,651,1316.0,108844.0
session_1461,New,Home,5,285,Desktop,South,Google,False,True,True,True,start_app,Home Equity,0.96,73301,781,1904.0,139295.0
session_1462,New,Home,5,689,Mobile,South,Facebook,False,False,True,True,none,Other,0.75,38103,670,2060.0,61941.0
session_1463,Returning,Learn,7,208,Desktop,South,Other,True,False,True,True,calculator,Purchase,0.24,30301,641,1642.0,64515.0
session_1464,New,Learn,6,286,Tablet,Northeast,Email,False,False,True,True,none,Purchase,0.44,33601,690,1330.0,55276.0
session_1465,Returning,Learn,4,247,Desktop,Northeast,Google,True,True,True,True,submit,Other,0.43,70112,803,1479.0,96044.0
session_1466,New,Home,3,296,Mobile,Northeast,Email,True,False,False,True,none,Home Equity,0.1,75201,608,1510.0,89390.0
session_1467,New,Contact,11,346,Desktop,Northeast,Email,True,False,False,False,review,Refinance,0.89,32202,647,1099.0,81201.0
session_1468,New,Learn,7,620,Mobile,Midwest,Google,True,False,False,True,submit,Purchase,0.38,75201,774,1789.0,105231.0
session_1469,Returning,Learn,2,708,Tablet,Northeast,Google,True,True,False,True,calculator,Refinance,0.49,32202,792,1730.0,115808.0
session_1470,New,Home,7,645,Mobile,West,Facebook,True,True,True,True,none,Refinance,0.29,38103,694,2270.0,46858.0
session_1471,New,Calculator,5,845,Mobile,South,Direct,True,True,False,True,submit,Home Equity,0.15,32202,638,2128.0,70076.0
session_1472,Returning,Calculator,6,879,Mobile,Northeast,Google,True,False,False,False,submit,Refinance,0.9,73301,804,1157.0,105504.0
session_1473,Returning,Rates,4,313,Mobile,West,Direct,False,True,True,True,start_app,Refinance,0.04,33601,779,1910.0,73307.0
session_1474,New,Calculator,3,374,Mobile,West,Direct,True,True,True,False,submit,Refinance,0.4,33601,733,1025.0,65045.0
session_1475,Returning,Learn,3,756,Mobile,West,Direct,False,True,False,False,calculator,Other,0.73,73301,659,1848.0,110463.0
session_1476,Returning,Contact,10,104,Desktop,Midwest,Direct,True,True,False,True,none,Other,0.31,37201,697,1242.0,52762.0
session_1477,Returning,Rates,7,766,Tablet,Midwest,Google,True,False,True,False,submit,Home Equity,0.45,38103,691,988.0,77461.0
session_1478,Returning,Contact,4,365,Desktop,Midwest,Email,True,True,False,False,calculator,Purchase,0.56,37201,716,1640.0,93216.0
session_1479,New,Contact,7,833,Tablet,West,Google,True,False,True,True,start_app,Home Equity,1.0,37201,772,300.0,70655.0
session_1480,Returning,Learn,7,884,Desktop,Northeast,Google,True,True,False,True,none,Purchase,0.76,75201,743,625.0,104579.0
session_1481,New,Home,4,611,Tablet,West,Other,False,False,True,False,review,Refinance,0.97,75201,646,1411.0,70778.0
session_1482,New,Home,5,392,Tablet,Midwest,Other,True,True,True,False,submit,Purchase,0.69,70112,768,1541.0,120215.0
session_1483,New,Home,7,219,Desktop,Midwest,Facebook,False,True,False,False,submit,Purchase,0.27,32202,715,1315.0,81856.0
session_1484,Returning,Calculator,8,501,Desktop,Midwest,Direct,True,False,False,False,start_app,Purchase,0.29,73301,734,710.0,101782.0
session_1485,Returning,Home,4,135,Tablet,Northeast,Direct,False,True,False,False,calculator,Purchase,0.82,75201,773,1091.0,103651.0
session_1486,New,Learn,1,99,Mobile,West,Other,False,True,True,True,start_app,Other,0.43,38103,644,1696.0,69311.0
session_1487,New,Calculator,5,551,Tablet,Midwest,Email,False,False,False,True,calculator,Refinance,0.37,32202,698,1791.0,33663.0
session_1488,Returning,Home,5,243,Mobile,West,Facebook,True,False,True,True,none,Purchase,0.95,70112,673,1492.0,94019.0
session_1489,Returning,Contact,10,546,Tablet,West,Email,False,True,True,False,submit,Purchase,0.01,70112,621,2078.0,86807.0
session_1490,New,Learn,5,57,Mobile,Midwest,Other,False,True,False,False,review,Refinance,0.52,38103,717,1699.0,98896.0
session_1491,Returning,Learn,4,344,Desktop,South,Email,True,True,False,False,start_app,Purchase,0.78,37201,825,1126.0,79337.0
session_1492,Returning,Rates,8,782,Desktop,South,Direct,True,True,True,False,review,Home Equity,0.74,33601,607,1360.0,74239.0
session_1493,New,Learn,3,536,Mobile,South,Other,True,True,False,True,review,Purchase,0.37,38103,698,799.0,135212.0
session_1494,Returning,Contact,3,265,Mobile,Midwest,Email,False,False,True,True,submit,Home Equity,0.54,29401,732,1446.0,48191.0
session_1495,Returning,Learn,7,121,Mobile,West,Facebook,True,True,True,False,submit,Home Equity,0.01,38103,706,2056.0,103349.0
session_1496,New,Rates,11,859,Mobile,South,Facebook,True,True,False,True,review,Home Equity,0.53,70112,694,1843.0,70635.0
session_1497,Returning,Learn,4,886,Desktop,Northeast,Google,False,True,True,True,none,Other,0.59,73301,635,2201.0,76606.0
session_1498,New,Learn,3,392,Tablet,South,Other,True,True,True,False,review,Other,0.87,75201,711,1349.0,77072.0
session_1499,Returning,Rates,8,67,Desktop,Northeast,Other,True,True,False,False,calculator,Refinance,0.21,73301,662,2173.0,64914.0
session_1500,New,Learn,2,760,Tablet,South,Other,True,False,True,False,calculator,Home Equity,0.83,70112,590,1403.0,99281.0
session_1501,Returning,Calculator,8,693,Desktop,South,Direct,True,True,True,True,calculator,Other,0.72,75201,759,2236.0,119766.0
session_1502,New,Learn,7,733,Mobile,South,Direct,False,True,True,True,calculator,Home Equity,0.67,29401,747,1489.0,96750.0
session_1503,Returning,Home,4,662,Desktop,Northeast,Other,True,False,False,False,start_app,Other,0.39,33601,702,1854.0,87585.0
session_1504,Returning,Home,4,520,Desktop,Northeast,Email,False,True,False,True,none,Refinance,0.37,32202,711,2238.0,60339.0
session_1505,Returning,Calculator,3,712,Mobile,South,Direct,True,True,True,False,start_app,Refinance,0.7,70112,753,1403.0,97921.0
session_1506,New,Learn,8,139,Mobile,Northeast,Other,False,True,False,True,start_app,Other,0.99,70112,711,1609.0,138909.0
session_1507,Returning,Contact,3,173,Desktop,West,Direct,False,False,False,True,calculator,Other,0.41,70112,745,2144.0,75483.0
session_1508,New,Learn,5,607,Desktop,South,Google,True,False,False,True,none,Home Equity,0.92,75201,685,1433.0,75600.0
session_1509,Returning,Home,5,863,Tablet,West,Facebook,True,False,False,False,none,Refinance,0.59,30301,765,840.0,70973.0
session_1510,Returning,Rates,3,226,Tablet,Midwest,Google,True,True,True,False,review,Purchase,0.87,38103,716,2572.0,72765.0
session_1511,Returning,Calculator,7,75,Desktop,Midwest,Other,False,True,False,False,start_app,Home Equity,0.22,30301,709,1265.0,30000.0
